CarbonDioxide,Humidity,Light,Sound,Temperature
447.0,38.0,8.0,5.0,21.1
441.0,38.0,0.0,22.0,21.1
428.0,38.0,7.0,5.0,21.1
436.0,39.0,7.0,6.0,21.0
418.0,38.0,8.0,4.0,21.0
418.0,39.0,7.0,5.0,21.0
414.0,39.0,0.0,6.0,21.0
412.0,39.0,0.0,5.0,21.0
410.0,39.0,0.0,5.0,21.0
409.0,40.0,0.0,4.0,21.0
413.0,40.0,0.0,4.0,21.0
413.0,40.0,0.0,5.0,21.0
414.0,41.0,0.0,4.0,21.0
412.0,41.0,0.0,5.0,20.9
405.0,41.0,0.0,5.0,20.9
405.0,42.0,0.0,5.0,21.0
407.0,42.0,0.0,5.0,20.9
409.0,42.0,0.0,5.0,20.9
408.0,42.0,0.0,5.0,20.9
414.0,42.0,0.0,5.0,20.9
417.0,42.0,0.0,4.0,20.9
415.0,43.0,0.0,5.0,20.9
407.0,43.0,0.0,5.0,20.9
419.0,43.0,0.0,4.0,20.9
411.0,43.0,0.0,5.0,20.9
419.0,43.0,0.0,5.0,20.9
420.0,43.0,0.0,5.0,20.9
417.0,43.0,0.0,5.0,20.9
416.0,43.0,0.0,5.0,20.9
419.0,43.0,0.0,5.0,20.9
421.0,43.0,0.0,4.0,20.9
421.0,43.0,0.0,4.0,20.9
419.0,43.0,0.0,5.0,20.9
421.0,43.0,0.0,5.0,20.8
420.0,43.0,0.0,5.0,20.8
416.0,43.0,0.0,5.0,20.8
415.0,43.0,0.0,4.0,20.8
417.0,43.0,0.0,5.0,20.8
419.0,43.0,0.0,5.0,20.8
418.0,43.0,0.0,4.0,20.8
419.0,43.0,0.0,4.0,20.8
416.0,43.0,0.0,4.0,20.8
414.0,43.0,0.0,90.0,20.8
414.0,43.0,0.0,4.0,20.8
421.0,43.0,0.0,4.0,20.8
414.0,43.0,0.0,5.0,20.8
426.0,43.0,0.0,4.0,20.8
426.0,44.0,0.0,4.0,20.8
430.0,44.0,1.0,4.0,20.8
427.0,44.0,2.0,5.0,20.8
430.0,44.0,2.0,6.0,20.9
435.0,44.0,3.0,5.0,20.9
431.0,44.0,3.0,5.0,20.9
429.0,44.0,4.0,4.0,20.9
430.0,44.0,5.0,5.0,21.0
427.0,44.0,6.0,4.0,21.0
422.0,44.0,7.0,4.0,21.2
423.0,44.0,7.0,5.0,21.2
422.0,44.0,7.0,5.0,21.2
421.0,44.0,7.0,4.0,21.3
417.0,44.0,5.0,5.0,21.3
414.0,45.0,5.0,5.0,21.3
413.0,45.0,5.0,5.0,21.3
410.0,45.0,0.0,8.0,21.3
410.0,45.0,6.0,52.0,21.4
407.0,45.0,6.0,5.0,21.4
405.0,46.0,6.0,6.0,21.4
403.0,46.0,5.0,5.0,21.4
403.0,46.0,5.0,5.0,21.4
402.0,46.0,5.0,5.0,21.4
396.0,46.0,4.0,4.0,21.5
400.0,46.0,5.0,5.0,21.4
396.0,46.0,3.0,5.0,21.5
398.0,46.0,4.0,5.0,21.4
391.0,46.0,5.0,5.0,21.4
389.0,46.0,3.0,5.0,21.4
389.0,46.0,0.0,12.0,21.3
394.0,46.0,3.0,5.0,21.3
394.0,45.0,3.0,6.0,21.3
394.0,45.0,3.0,5.0,21.4
391.0,45.0,3.0,5.0,21.3
392.0,45.0,4.0,5.0,21.3
393.0,44.0,0.0,12.0,21.4
384.0,44.0,2.0,5.0,21.3
393.0,44.0,3.0,6.0,21.3
386.0,44.0,3.0,5.0,21.3
389.0,44.0,2.0,5.0,21.4
394.0,44.0,2.0,51.0,21.3
388.0,44.0,2.0,5.0,21.3
387.0,44.0,2.0,5.0,21.3
389.0,44.0,2.0,5.0,21.3
392.0,44.0,2.0,5.0,21.3
385.0,44.0,2.0,5.0,21.3
389.0,43.0,1.0,4.0,21.4
386.0,44.0,2.0,4.0,21.3
391.0,44.0,2.0,4.0,21.3
387.0,44.0,1.0,6.0,21.3
386.0,44.0,2.0,4.0,21.3
378.0,44.0,1.0,5.0,21.3
383.0,45.0,1.0,5.0,21.3
391.0,45.0,1.0,5.0,21.3
384.0,46.0,0.0,4.0,21.3
390.0,46.0,0.0,64.0,21.3
391.0,46.0,0.0,5.0,21.3
388.0,47.0,0.0,5.0,21.3
391.0,47.0,0.0,4.0,21.3
391.0,48.0,0.0,4.0,21.3
399.0,49.0,0.0,4.0,21.3
392.0,49.0,0.0,4.0,21.3
397.0,49.0,0.0,4.0,21.3
401.0,49.0,0.0,4.0,21.3
400.0,49.0,0.0,5.0,21.3
396.0,49.0,0.0,4.0,21.3
398.0,49.0,0.0,5.0,21.2
401.0,49.0,0.0,4.0,21.2
403.0,49.0,0.0,4.0,21.2
398.0,49.0,0.0,53.0,21.2
401.0,49.0,0.0,4.0,21.2
400.0,48.0,0.0,4.0,21.3
399.0,48.0,0.0,4.0,21.2
402.0,48.0,0.0,5.0,21.3
402.0,48.0,0.0,4.0,21.3
400.0,48.0,0.0,4.0,21.3
402.0,48.0,0.0,4.0,21.3
401.0,48.0,0.0,4.0,21.3
406.0,48.0,0.0,4.0,21.3
403.0,48.0,0.0,4.0,21.2
408.0,48.0,0.0,4.0,21.2
403.0,48.0,0.0,5.0,21.2
405.0,48.0,0.0,4.0,21.2
410.0,48.0,0.0,4.0,21.2
409.0,48.0,0.0,4.0,21.2
407.0,48.0,0.0,4.0,21.2
417.0,48.0,0.0,4.0,21.2
414.0,48.0,0.0,4.0,21.2
408.0,48.0,0.0,4.0,21.2
415.0,48.0,0.0,4.0,21.2
414.0,49.0,0.0,4.0,21.2
407.0,48.0,0.0,13.0,21.2
413.0,48.0,0.0,4.0,21.2
407.0,49.0,0.0,4.0,21.2
409.0,49.0,1.0,4.0,21.2
413.0,49.0,1.0,5.0,21.2
409.0,49.0,1.0,4.0,21.2
408.0,49.0,1.0,5.0,21.2
405.0,49.0,1.0,4.0,21.2
407.0,50.0,1.0,4.0,21.2
402.0,50.0,1.0,4.0,21.2
407.0,50.0,2.0,4.0,21.2
408.0,50.0,3.0,5.0,21.2
402.0,50.0,4.0,4.0,21.2
405.0,51.0,4.0,5.0,21.3
395.0,51.0,5.0,5.0,21.3
399.0,51.0,6.0,5.0,21.4
398.0,51.0,6.0,5.0,21.4
397.0,51.0,7.0,5.0,21.4
394.0,52.0,7.0,69.0,21.5
386.0,52.0,5.0,4.0,21.5
383.0,53.0,5.0,5.0,21.5
384.0,53.0,4.0,5.0,21.5
383.0,53.0,0.0,8.0,21.5
382.0,53.0,4.0,5.0,21.6
381.0,53.0,5.0,5.0,21.6
379.0,53.0,6.0,5.0,21.5
381.0,54.0,5.0,4.0,21.6
375.0,54.0,4.0,5.0,21.6
373.0,54.0,4.0,5.0,21.6
376.0,54.0,4.0,4.0,21.7
374.0,54.0,3.0,5.0,21.7
375.0,55.0,2.0,4.0,21.6
377.0,55.0,2.0,4.0,21.6
373.0,55.0,2.0,4.0,21.5
369.0,55.0,2.0,4.0,21.6
377.0,55.0,2.0,5.0,21.6
371.0,55.0,3.0,5.0,21.6
375.0,55.0,2.0,4.0,21.5
371.0,54.0,1.0,4.0,21.6
371.0,55.0,1.0,5.0,21.5
368.0,55.0,2.0,5.0,21.5
378.0,55.0,2.0,5.0,21.5
376.0,55.0,2.0,4.0,21.5
372.0,56.0,2.0,4.0,21.5
378.0,56.0,0.0,21.0,21.5
377.0,57.0,2.0,4.0,21.5
370.0,57.0,1.0,4.0,21.5
377.0,59.0,1.0,4.0,21.5
374.0,60.0,1.0,4.0,21.5
375.0,60.0,1.0,3.0,21.5
382.0,60.0,1.0,4.0,21.5
378.0,60.0,1.0,4.0,21.5
375.0,59.0,1.0,4.0,21.5
378.0,58.0,1.0,4.0,21.5
372.0,58.0,1.0,4.0,21.5
379.0,57.0,0.0,4.0,21.5
381.0,56.0,1.0,4.0,21.5
382.0,56.0,0.0,4.0,21.5
383.0,56.0,0.0,4.0,21.5
386.0,55.0,0.0,71.0,21.5
390.0,55.0,0.0,4.0,21.5
388.0,55.0,0.0,3.0,21.5
387.0,55.0,0.0,4.0,21.5
392.0,55.0,0.0,4.0,21.5
389.0,54.0,0.0,97.0,21.5
390.0,54.0,0.0,4.0,21.5
394.0,54.0,0.0,4.0,21.4
388.0,54.0,0.0,4.0,21.4
395.0,54.0,0.0,4.0,21.4
395.0,53.0,0.0,3.0,21.4
393.0,53.0,0.0,4.0,21.4
395.0,53.0,0.0,4.0,21.4
392.0,53.0,0.0,4.0,21.4
396.0,53.0,0.0,66.0,21.4
398.0,52.0,0.0,4.0,21.4
396.0,52.0,0.0,4.0,21.4
400.0,52.0,0.0,4.0,21.4
405.0,52.0,0.0,4.0,21.4
400.0,52.0,0.0,4.0,21.4
400.0,52.0,0.0,60.0,21.4
400.0,51.0,0.0,4.0,21.4
396.0,51.0,0.0,4.0,21.4
405.0,51.0,0.0,4.0,21.4
403.0,51.0,0.0,4.0,21.4
397.0,51.0,0.0,3.0,21.4
404.0,51.0,0.0,4.0,21.3
400.0,51.0,0.0,4.0,21.3
400.0,50.0,0.0,4.0,21.3
401.0,50.0,0.0,4.0,21.3
396.0,50.0,0.0,4.0,21.3
395.0,50.0,0.0,5.0,21.3
399.0,49.0,0.0,5.0,21.3
395.0,49.0,0.0,50.0,21.3
400.0,49.0,0.0,5.0,21.3
406.0,49.0,0.0,4.0,21.3
401.0,48.0,0.0,5.0,21.3
403.0,48.0,43.0,4.0,21.3
398.0,48.0,42.0,4.0,21.3
403.0,48.0,43.0,4.0,21.3
396.0,48.0,43.0,5.0,21.3
398.0,48.0,43.0,5.0,21.4
400.0,48.0,43.0,4.0,21.4
400.0,48.0,43.0,5.0,21.4
401.0,48.0,42.0,4.0,21.4
401.0,47.0,43.0,5.0,21.4
403.0,48.0,43.0,5.0,21.4
399.0,48.0,44.0,5.0,21.4
395.0,48.0,44.0,6.0,21.4
403.0,48.0,43.0,5.0,21.4
400.0,48.0,43.0,6.0,21.5
407.0,48.0,43.0,4.0,21.4
397.0,48.0,43.0,4.0,21.4
398.0,48.0,44.0,5.0,21.4
397.0,48.0,43.0,5.0,21.4
407.0,49.0,44.0,5.0,21.5
404.0,49.0,44.0,5.0,21.5
398.0,49.0,44.0,5.0,21.5
399.0,49.0,44.0,4.0,21.5
400.0,49.0,44.0,5.0,21.5
398.0,49.0,44.0,10.0,21.5
402.0,49.0,44.0,5.0,21.5
402.0,49.0,43.0,5.0,21.5
397.0,49.0,44.0,5.0,21.5
400.0,49.0,43.0,5.0,21.5
392.0,49.0,44.0,6.0,21.5
395.0,49.0,44.0,5.0,21.5
396.0,49.0,43.0,5.0,21.5
397.0,49.0,44.0,5.0,21.5
399.0,49.0,44.0,5.0,21.5
389.0,50.0,44.0,5.0,21.5
399.0,50.0,44.0,5.0,21.5
394.0,50.0,43.0,5.0,21.5
391.0,50.0,44.0,5.0,21.6
394.0,50.0,44.0,5.0,21.6
391.0,50.0,44.0,5.0,21.5
392.0,50.0,43.0,5.0,21.5
394.0,49.0,43.0,5.0,21.6
395.0,50.0,43.0,5.0,21.5
394.0,49.0,43.0,58.0,21.6
393.0,49.0,43.0,5.0,21.6
399.0,49.0,43.0,5.0,21.5
398.0,49.0,43.0,4.0,21.5
400.0,49.0,43.0,4.0,21.6
396.0,49.0,42.0,4.0,21.6
401.0,49.0,43.0,4.0,21.6
405.0,49.0,43.0,4.0,21.6
399.0,49.0,42.0,4.0,21.6
401.0,50.0,42.0,4.0,21.5
403.0,49.0,43.0,4.0,21.6
396.0,50.0,1.0,4.0,21.5
401.0,50.0,1.0,4.0,21.5
399.0,49.0,0.0,4.0,21.5
398.0,49.0,1.0,4.0,21.5
397.0,49.0,0.0,4.0,21.5
399.0,49.0,0.0,4.0,21.5
395.0,49.0,0.0,4.0,21.5
400.0,49.0,0.0,4.0,21.4
395.0,49.0,0.0,4.0,21.4
391.0,49.0,0.0,4.0,21.5
391.0,49.0,0.0,4.0,21.4
390.0,49.0,0.0,4.0,21.4
392.0,49.0,0.0,4.0,21.4
387.0,48.0,0.0,4.0,21.4
401.0,48.0,0.0,92.0,21.4
396.0,48.0,0.0,4.0,21.4
399.0,48.0,0.0,4.0,21.4
391.0,48.0,0.0,3.0,21.3
392.0,48.0,0.0,60.0,21.3
390.0,48.0,0.0,70.0,21.3
390.0,48.0,0.0,4.0,21.3
394.0,48.0,0.0,4.0,21.3
394.0,48.0,0.0,4.0,21.3
394.0,48.0,0.0,4.0,21.3
387.0,48.0,0.0,3.0,21.3
393.0,48.0,0.0,4.0,21.3
395.0,48.0,0.0,4.0,21.3
393.0,48.0,0.0,5.0,21.3
398.0,48.0,0.0,4.0,21.3
399.0,48.0,0.0,11.0,21.3
387.0,48.0,0.0,4.0,21.3
385.0,48.0,0.0,4.0,21.3
391.0,48.0,0.0,4.0,21.3
388.0,49.0,0.0,4.0,21.3
396.0,48.0,0.0,4.0,21.3
393.0,49.0,0.0,69.0,21.3
392.0,48.0,0.0,91.0,21.3
397.0,49.0,0.0,7.0,21.2
396.0,49.0,0.0,5.0,21.2
390.0,48.0,0.0,5.0,21.2
397.0,48.0,0.0,5.0,21.2
399.0,48.0,0.0,5.0,21.2
396.0,48.0,43.0,5.0,21.2
390.0,48.0,43.0,5.0,21.2
397.0,48.0,43.0,96.0,21.2
397.0,48.0,43.0,5.0,21.2
396.0,48.0,43.0,5.0,21.2
393.0,48.0,43.0,5.0,21.2
397.0,48.0,43.0,5.0,21.2
393.0,48.0,43.0,6.0,21.2
391.0,48.0,43.0,6.0,21.2
396.0,48.0,43.0,5.0,21.2
395.0,48.0,44.0,6.0,21.2
395.0,48.0,44.0,5.0,21.2
399.0,48.0,44.0,4.0,21.2
398.0,48.0,44.0,5.0,21.2
399.0,48.0,43.0,5.0,21.3
396.0,48.0,43.0,5.0,21.2
401.0,48.0,43.0,5.0,21.3
395.0,48.0,50.0,4.0,21.3
396.0,48.0,44.0,5.0,21.3
400.0,48.0,48.0,5.0,21.3
405.0,48.0,43.0,4.0,21.3
399.0,48.0,45.0,5.0,21.3
399.0,48.0,44.0,5.0,21.3
395.0,48.0,45.0,4.0,21.2
400.0,48.0,45.0,88.0,21.3
403.0,48.0,45.0,6.0,21.3
394.0,48.0,45.0,5.0,21.3
400.0,48.0,45.0,5.0,21.3
396.0,48.0,45.0,5.0,21.3
398.0,48.0,45.0,4.0,21.3
398.0,48.0,44.0,5.0,21.3
398.0,47.0,44.0,5.0,21.3
394.0,47.0,44.0,4.0,21.3
403.0,47.0,45.0,5.0,21.3
402.0,47.0,45.0,5.0,21.3
404.0,47.0,44.0,5.0,21.3
400.0,47.0,44.0,6.0,21.3
401.0,46.0,44.0,5.0,21.2
399.0,46.0,44.0,13.0,21.2
396.0,46.0,45.0,5.0,21.2
404.0,46.0,45.0,5.0,21.3
396.0,46.0,44.0,5.0,21.3
402.0,46.0,45.0,5.0,21.3
397.0,46.0,44.0,5.0,21.3
402.0,46.0,45.0,5.0,21.3
399.0,46.0,3.0,5.0,21.3
401.0,46.0,3.0,5.0,21.3
396.0,45.0,3.0,5.0,21.2
397.0,45.0,3.0,4.0,21.2
400.0,45.0,3.0,5.0,21.2
405.0,45.0,3.0,4.0,21.2
399.0,45.0,3.0,5.0,21.2
397.0,45.0,3.0,5.0,21.2
396.0,45.0,3.0,4.0,21.2
403.0,45.0,3.0,4.0,21.2
396.0,45.0,3.0,4.0,21.2
402.0,45.0,2.0,4.0,21.2
398.0,46.0,2.0,4.0,21.1
398.0,46.0,2.0,4.0,21.1
403.0,46.0,2.0,4.0,21.1
411.0,46.0,2.0,4.0,21.1
393.0,46.0,2.0,4.0,21.1
402.0,46.0,2.0,4.0,21.1
397.0,46.0,2.0,4.0,21.1
396.0,46.0,2.0,4.0,21.1
393.0,46.0,2.0,4.0,21.1
395.0,46.0,2.0,4.0,21.1
397.0,46.0,2.0,70.0,21.0
397.0,46.0,2.0,4.0,21.0
401.0,45.0,2.0,4.0,21.0
398.0,45.0,2.0,4.0,21.0
398.0,45.0,2.0,4.0,21.0
399.0,45.0,2.0,4.0,21.0
397.0,45.0,2.0,5.0,21.0
398.0,45.0,2.0,5.0,21.0
401.0,44.0,2.0,5.0,21.0
397.0,44.0,2.0,4.0,21.0
407.0,44.0,2.0,4.0,21.0
399.0,44.0,2.0,5.0,21.0
395.0,44.0,2.0,4.0,21.0
394.0,44.0,2.0,4.0,21.0
399.0,44.0,2.0,4.0,21.0
396.0,44.0,2.0,4.0,21.0
442.0,41.0,13.0,6.0,21.6
437.0,41.0,12.0,5.0,21.6
428.0,0.0,12.0,57.0,0.0
417.0,41.0,12.0,5.0,21.6
425.0,41.0,12.0,6.0,21.6
411.0,41.0,12.0,5.0,21.6
411.0,41.0,12.0,6.0,21.5
411.0,41.0,13.0,6.0,21.6
417.0,41.0,13.0,5.0,21.6
410.0,41.0,13.0,5.0,21.6
414.0,40.0,14.0,6.0,21.6
410.0,40.0,15.0,4.0,21.5
403.0,40.0,14.0,5.0,21.5
412.0,39.0,14.0,5.0,21.5
402.0,39.0,16.0,5.0,21.5
406.0,38.0,16.0,5.0,21.5
404.0,38.0,14.0,47.0,21.5
406.0,38.0,14.0,5.0,21.5
403.0,38.0,14.0,5.0,21.5
400.0,38.0,13.0,6.0,21.5
407.0,37.0,13.0,5.0,21.4
410.0,36.0,13.0,4.0,21.5
405.0,35.0,13.0,5.0,21.4
397.0,35.0,13.0,4.0,21.4
413.0,35.0,12.0,5.0,21.4
404.0,35.0,13.0,5.0,21.4
401.0,34.0,2.0,5.0,21.3
398.0,34.0,2.0,4.0,21.4
400.0,34.0,2.0,5.0,21.4
399.0,33.0,1.0,5.0,21.4
401.0,33.0,1.0,5.0,21.4
399.0,33.0,1.0,5.0,21.4
408.0,33.0,1.0,5.0,21.4
406.0,33.0,1.0,4.0,21.3
410.0,33.0,1.0,5.0,21.4
406.0,33.0,1.0,5.0,21.4
409.0,33.0,1.0,13.0,21.4
407.0,33.0,1.0,5.0,21.4
411.0,34.0,1.0,5.0,21.4
410.0,34.0,1.0,5.0,21.4
412.0,34.0,1.0,5.0,21.3
414.0,34.0,1.0,5.0,21.4
413.0,35.0,1.0,5.0,21.3
412.0,35.0,1.0,4.0,21.3
423.0,35.0,1.0,5.0,21.3
413.0,35.0,1.0,4.0,21.3
422.0,35.0,1.0,5.0,21.3
423.0,35.0,1.0,4.0,21.3
425.0,35.0,1.0,5.0,21.3
428.0,35.0,1.0,5.0,21.3
432.0,35.0,1.0,5.0,21.3
438.0,36.0,1.0,5.0,21.3
433.0,36.0,1.0,5.0,21.3
438.0,36.0,1.0,5.0,21.2
436.0,36.0,1.0,4.0,21.2
433.0,36.0,1.0,5.0,21.2
426.0,36.0,1.0,5.0,21.2
434.0,37.0,1.0,5.0,21.2
422.0,37.0,1.0,5.0,21.1
423.0,37.0,1.0,5.0,21.1
423.0,36.0,1.0,4.0,21.1
427.0,37.0,1.0,4.0,21.2
423.0,37.0,1.0,4.0,21.1
429.0,37.0,1.0,5.0,21.2
426.0,37.0,1.0,5.0,21.2
426.0,37.0,1.0,6.0,21.1
430.0,37.0,1.0,5.0,21.1
428.0,37.0,1.0,6.0,21.1
430.0,37.0,2.0,79.0,21.1
430.0,37.0,2.0,5.0,21.1
440.0,37.0,45.0,5.0,21.2
437.0,37.0,45.0,5.0,21.3
440.0,37.0,0.0,12.0,21.3
437.0,37.0,46.0,5.0,21.4
441.0,0.0,44.0,5.0,0.0
442.0,37.0,44.0,5.0,21.5
437.0,37.0,42.0,6.0,21.5
431.0,37.0,41.0,40.0,21.6
427.0,37.0,37.0,6.0,21.6
429.0,37.0,39.0,5.0,21.6
425.0,37.0,43.0,5.0,21.6
423.0,36.0,47.0,6.0,21.7
418.0,36.0,43.0,6.0,21.7
422.0,36.0,43.0,6.0,21.7
428.0,35.0,48.0,11.0,21.8
425.0,35.0,45.0,16.0,21.8
434.0,36.0,44.0,15.0,21.8
423.0,36.0,44.0,12.0,21.8
426.0,36.0,48.0,8.0,21.8
411.0,36.0,0.0,21.0,21.8
414.0,36.0,46.0,6.0,21.8
413.0,36.0,46.0,6.0,21.8
407.0,36.0,46.0,6.0,21.7
409.0,36.0,47.0,6.0,21.8
420.0,35.0,48.0,6.0,21.8
415.0,34.0,48.0,6.0,21.7
420.0,33.0,48.0,54.0,21.8
419.0,32.0,48.0,5.0,21.7
417.0,31.0,48.0,6.0,21.7
412.0,31.0,48.0,6.0,21.7
413.0,30.0,48.0,5.0,21.8
408.0,29.0,49.0,6.0,21.7
416.0,29.0,49.0,6.0,21.7
411.0,29.0,48.0,6.0,21.7
410.0,29.0,48.0,7.0,21.8
414.0,30.0,49.0,6.0,21.8
416.0,30.0,0.0,16.0,21.8
408.0,29.0,48.0,6.0,21.8
408.0,29.0,47.0,6.0,21.7
422.0,28.0,47.0,6.0,21.8
408.0,29.0,48.0,48.0,21.8
404.0,29.0,47.0,5.0,21.8
405.0,30.0,48.0,6.0,21.8
405.0,31.0,47.0,5.0,21.8
403.0,32.0,46.0,5.0,21.8
396.0,32.0,46.0,5.0,21.8
390.0,32.0,1.0,5.0,21.8
402.0,33.0,1.0,5.0,21.8
400.0,33.0,1.0,5.0,21.7
400.0,33.0,1.0,5.0,21.7
393.0,33.0,0.0,11.0,21.7
390.0,34.0,1.0,5.0,21.7
398.0,34.0,1.0,5.0,21.7
396.0,34.0,0.0,5.0,21.7
398.0,35.0,0.0,5.0,21.7
399.0,35.0,0.0,4.0,21.7
407.0,35.0,0.0,5.0,21.6
403.0,35.0,0.0,5.0,21.6
404.0,36.0,0.0,5.0,21.6
409.0,36.0,0.0,5.0,21.6
413.0,37.0,0.0,5.0,21.6
416.0,37.0,0.0,5.0,21.6
409.0,37.0,0.0,4.0,21.6
411.0,37.0,0.0,5.0,21.7
411.0,37.0,0.0,4.0,21.7
409.0,37.0,0.0,5.0,21.7
408.0,37.0,0.0,5.0,21.7
412.0,37.0,0.0,5.0,21.7
412.0,37.0,0.0,6.0,21.7
408.0,37.0,0.0,5.0,21.6
412.0,37.0,0.0,5.0,21.6
408.0,37.0,0.0,5.0,21.6
406.0,37.0,0.0,5.0,21.7
409.0,37.0,0.0,5.0,21.7
418.0,37.0,0.0,5.0,21.6
420.0,37.0,0.0,5.0,21.6
431.0,37.0,0.0,6.0,21.6
438.0,38.0,0.0,5.0,21.6
434.0,38.0,0.0,5.0,21.6
434.0,38.0,0.0,5.0,21.7
430.0,38.0,0.0,4.0,21.6
435.0,38.0,0.0,5.0,21.6
434.0,38.0,0.0,5.0,21.6
428.0,38.0,0.0,5.0,21.6
435.0,38.0,0.0,5.0,21.6
431.0,38.0,0.0,6.0,21.6
440.0,38.0,0.0,5.0,21.6
440.0,38.0,0.0,6.0,21.6
441.0,38.0,1.0,5.0,21.6
443.0,38.0,1.0,5.0,21.6
449.0,38.0,49.0,6.0,21.6
455.0,38.0,45.0,6.0,21.6
455.0,38.0,48.0,92.0,21.6
458.0,38.0,46.0,5.0,21.7
456.0,39.0,48.0,5.0,21.8
457.0,39.0,46.0,6.0,21.8
456.0,39.0,42.0,6.0,21.8
449.0,39.0,48.0,5.0,21.9
435.0,39.0,40.0,6.0,21.9
433.0,38.0,38.0,6.0,21.9
425.0,38.0,42.0,65.0,21.9
421.0,38.0,43.0,5.0,22.0
418.0,38.0,43.0,86.0,22.0
414.0,38.0,48.0,6.0,22.0
410.0,38.0,49.0,5.0,22.0
412.0,38.0,47.0,6.0,22.0
408.0,38.0,47.0,6.0,22.0
414.0,37.0,46.0,6.0,22.0
408.0,37.0,46.0,5.0,22.0
405.0,36.0,46.0,8.0,22.0
412.0,36.0,45.0,6.0,22.0
402.0,36.0,46.0,6.0,22.1
406.0,36.0,47.0,6.0,22.1
403.0,35.0,48.0,34.0,22.1
402.0,35.0,47.0,7.0,22.0
403.0,35.0,48.0,7.0,22.1
399.0,35.0,48.0,5.0,22.1
403.0,35.0,48.0,5.0,22.1
400.0,34.0,48.0,5.0,22.1
396.0,33.0,49.0,6.0,22.0
398.0,36.0,49.0,5.0,22.1
404.0,37.0,49.0,9.0,22.1
396.0,38.0,50.0,5.0,22.1
397.0,38.0,50.0,5.0,22.1
403.0,37.0,49.0,5.0,22.2
403.0,37.0,49.0,5.0,22.2
396.0,37.0,49.0,5.0,22.1
397.0,37.0,48.0,5.0,22.1
396.0,36.0,47.0,65.0,22.1
398.0,35.0,48.0,5.0,22.1
398.0,34.0,47.0,5.0,22.1
399.0,33.0,47.0,6.0,22.0
400.0,32.0,47.0,8.0,22.0
396.0,31.0,48.0,6.0,22.0
400.0,31.0,47.0,5.0,22.0
402.0,30.0,1.0,5.0,22.0
397.0,30.0,1.0,6.0,21.9
400.0,30.0,1.0,6.0,21.9
399.0,30.0,1.0,5.0,21.9
403.0,30.0,1.0,57.0,21.9
403.0,31.0,0.0,67.0,21.9
402.0,31.0,1.0,5.0,21.9
401.0,31.0,0.0,5.0,21.9
403.0,31.0,0.0,5.0,22.0
398.0,31.0,0.0,6.0,21.9
405.0,31.0,0.0,5.0,22.0
402.0,31.0,0.0,64.0,22.0
399.0,32.0,0.0,5.0,21.9
399.0,32.0,0.0,5.0,22.0
403.0,33.0,0.0,6.0,22.0
409.0,34.0,0.0,5.0,22.0
401.0,34.0,0.0,5.0,21.9
408.0,35.0,0.0,5.0,21.9
406.0,35.0,0.0,5.0,21.9
409.0,36.0,0.0,5.0,21.9
410.0,36.0,0.0,5.0,21.9
409.0,36.0,0.0,5.0,21.9
407.0,36.0,0.0,16.0,21.9
414.0,36.0,0.0,5.0,21.9
417.0,37.0,0.0,5.0,21.9
409.0,37.0,0.0,5.0,21.8
415.0,37.0,0.0,5.0,21.8
410.0,37.0,0.0,5.0,21.8
412.0,37.0,0.0,5.0,21.8
415.0,37.0,0.0,5.0,21.8
411.0,37.0,0.0,5.0,21.8
415.0,38.0,0.0,5.0,21.8
411.0,38.0,0.0,5.0,21.8
411.0,38.0,0.0,4.0,21.8
420.0,38.0,0.0,5.0,21.7
411.0,38.0,0.0,5.0,21.7
419.0,38.0,0.0,5.0,21.7
415.0,38.0,0.0,5.0,21.7
413.0,38.0,0.0,5.0,21.7
420.0,38.0,0.0,5.0,21.7
416.0,38.0,0.0,5.0,21.7
421.0,38.0,0.0,5.0,21.7
419.0,38.0,1.0,5.0,21.7
417.0,38.0,1.0,5.0,21.7
425.0,39.0,1.0,5.0,21.7
420.0,39.0,1.0,5.0,21.7
422.0,39.0,4.0,5.0,21.7
414.0,39.0,5.0,82.0,21.7
419.0,39.0,4.0,5.0,21.8
420.0,0.0,3.0,5.0,0.0
410.0,39.0,3.0,5.0,21.8
413.0,39.0,3.0,5.0,21.8
409.0,39.0,4.0,5.0,21.8
411.0,40.0,2.0,5.0,21.8
405.0,40.0,6.0,5.0,21.8
401.0,40.0,3.0,5.0,21.9
402.0,40.0,3.0,5.0,21.8
404.0,40.0,2.0,6.0,21.8
399.0,40.0,2.0,5.0,21.8
399.0,40.0,2.0,6.0,21.8
395.0,40.0,3.0,5.0,21.8
401.0,40.0,3.0,5.0,21.9
397.0,40.0,0.0,13.0,21.9
393.0,40.0,3.0,6.0,21.9
389.0,40.0,3.0,6.0,21.9
398.0,40.0,4.0,5.0,21.8
398.0,40.0,5.0,5.0,21.9
397.0,40.0,5.0,5.0,21.9
393.0,40.0,5.0,6.0,21.9
395.0,40.0,6.0,6.0,22.0
397.0,40.0,4.0,5.0,22.0
393.0,39.0,3.0,5.0,22.0
391.0,39.0,3.0,5.0,21.9
397.0,39.0,4.0,5.0,21.9
395.0,39.0,3.0,7.0,21.9
394.0,39.0,4.0,6.0,21.9
393.0,39.0,3.0,6.0,21.9
391.0,39.0,4.0,5.0,21.9
392.0,39.0,3.0,5.0,21.9
393.0,39.0,3.0,5.0,21.9
393.0,39.0,3.0,5.0,21.9
